name_raw,name_family,name_first,title,fraction,period,state
Metzker Maria,Metzker,Maria,NA,SPÖ,XII,1
Miedl Werner,Miedl,Werner,NA,ÖVP,XXI,St
"Migsch Alfred, Dr.",Migsch,Alfred,Dr.,SPÖ,V,W
Mikesch Herta,Mikesch,Herta,NA,ÖVP,XXII,BWV
Miklas Wilhelm,Miklas,Wilhelm,NA,CSP,I,N
"Mikl-Leitner Johanna, Mag.",Mikl-Leitner,Johanna,Mag.,ÖVP,XXI,BWV
Mikola Frieda,Mikola,Frieda,NA,ÖVP,V,St
Miksch Karl,Miksch,Karl,NA,SPÖ,V,N
"Minkowitsch Roland, Mag.",Minkowitsch,Roland,Mag.,ÖVP,X,N
Minnich Andreas,Minnich,Andreas,NA,ÖVP,XXVII,N
"Missethon Hannes, Dipl.-Ing.",Missethon,Hannes,Dipl.-Ing.,ÖVP,XXII,St
Mistinger Leo,Mistinger,Leo,NA,SPÖ,XI,W
Mittendorfer Josef,Mittendorfer,Josef,NA,ÖVP,V,O
Mitterer Otto,Mitterer,Otto,NA,ÖVP,VI,W
Mitterer Peter,Mitterer,Peter,NA,FPÖ,XVIII,2
"Mitterlehner Reinhold, Dr.",Mitterlehner,Reinhold,Dr.,ÖVP,XXI,BWV
Mittermüller Marialuise,Mittermüller,Marialuise,NA,F,XXII,K
"Mlinar Angelika, Mag. Dr., LL.M.",Mlinar,Angelika,"Mag. Dr., LL.M.",NEOS-LIF,XXV,BWV
"Möbius Reinhold, Dr.",Möbius,Reinhold,Dr.,CSP,IV,K
"Mock Alois, Dr.",Mock,Alois,Dr.,ÖVP,XII,N
Modl Josef,Modl,Josef,NA,SPÖ,XIV,St
Moik Wilhelmine,Moik,Wilhelmine,NA,SPÖ,V,W
Molterer Josef,Molterer,Josef,NA,ÖVP,XVII,O
"Molterer Wilhelm, Mag.",Molterer,Wilhelm,Mag.,ÖVP,XVIII,2
Mölzer Wendelin,Mölzer,Wendelin,NA,FPÖ,XXV,K
Mondl Walter,Mondl,Walter,NA,SPÖ,XI,N
Morak Franz,Morak,Franz,NA,ÖVP,XIX,BWV
Morawitz Hans,Morawitz,Hans,NA,SdP,I,B
Moretti Adelheid Irina,Moretti,Adelheid Irina,NA,ÖVP,XXIII,St
"Moser Eduard, Dr.",Moser,Eduard,Dr.,ÖVP,XII,4
Moser Franz,Moser,Franz,NA,ÖVP,V,O
"Moser Gabriela, Dr.",Moser,Gabriela,Dr.,GRÜNE,XIX,O
Moser Hans Helmut,Moser,Hans Helmut,NA,FPÖ,XVII,N
"Moser Johann, Mag.",Moser,Johann,Mag.,SPÖ,XXII,St
Moser Josef,Moser,Josef,NA,SPÖ,IX,St
"Moser Josef, Dr.",Moser,Josef,Dr.,ÖVP,XXVI,BWV
"Moser Sonja, Dr. siehe Moser-Starrach Sonja, Dr.",Moser,Sonja,Dr.,ÖVP,XX,BWV
Moser Wilhelmine,Moser,Wilhelmine,NA,ÖVP,XIII,St
"Moser-Starrach Sonja, Dr.",Moser-Starrach,Sonja,Dr.,ÖVP,XX,BWV
Moßhammer Franz,Moßhammer,Franz,NA,SdP,III,S
"Möst Maria Elisabeth, Dipl.-Ing.",Möst,Maria Elisabeth,Dipl.-Ing.,ÖVP,XV,O
Motter Klara,Motter,Klara,NA,FPÖ,XVII,2
Mrkvicka Franz,Mrkvicka,Franz,NA,SPÖ,XVII,W
Muchitsch Hans,Muchitsch,Hans,NA,SdP,I,St
Muchitsch Josef,Muchitsch,Josef,NA,SPÖ,XXIII,St
"Mückstein Eva, Dr.",Mückstein,Eva,Dr.,GRÜNE,XXV,N
Mühlbacher Kurt,Mühlbacher,Kurt,NA,SPÖ,XIII,W
"Mühlbachler Josef, Dipl.-Kfm. Mag.",Mühlbachler,Josef,Dipl.-Kfm. Mag.,ÖVP,XVI,O
Mühlberghuber Edith,Mühlberghuber,Edith,NA,FPÖ,XXIV,N
Müller Adolf,Müller,Adolf,NA,SdP,II,N
Müller Franz,Müller,Franz,NA,SPÖ,X,B
Müller Hans,Müller,Hans,NA,F,XXI,N
Müller Karl Gerfried,Müller,Karl Gerfried,NA,SPÖ,XIX,K
"Müller Lothar, Dr.",Müller,Lothar,Dr.,SPÖ,XVII,T
"Müllner Franz, Dr.",Müllner,Franz,Dr.,CSP,IV,O
Müllner Hans,Müllner,Hans,NA,SdP,III,N
Müllner Viktor,Müllner,Viktor,NA,ÖVP,V,N
Murauer Walter,Murauer,Walter,NA,ÖVP,XVIII,O
"Murer Gerulf, Ing.",Murer,Gerulf,Ing.,FPÖ,XV,2
Murowatz Lona,Murowatz,Lona,NA,SPÖ,XI,N
"Musiol Daniela, Mag.",Musiol,Daniela,Mag.,GRÜNE,XXIV,W
"Mussil Arthur, Dr.",Mussil,Arthur,Dr.,ÖVP,XI,N
"Muttonen Christine, Mag.",Muttonen,Christine,Mag.,SPÖ,XXI,K
"Nachbaur Kathrin, Dr.",Nachbaur,Kathrin,Dr.,STRONACH,XXV,BWV
Nedwal Andreas,Nedwal,Andreas,NA,ÖVP,VI,B
"Nedwed Ernst, Ing.",Nedwed,Ernst,Ing.,SPÖ,XIV,W
"Nehammer Karl, MSc",Nehammer,Karl,MSc,ÖVP,XXVI,W
"Neidhart Rolf, Dr.",Neidhart,Rolf,Dr.,SPÖ,XVII,N
"Neisser Heinrich, Dr.",Neisser,Heinrich,Dr.,ÖVP,XIV,1
"Nekula Kurt, MA, MAS",Nekula,Kurt,"MA, MAS",SPÖ,XXIII,BWV
"Nemecz Alexander, Dr.",Nemecz,Alexander,Dr.,ÖVP,V,B
Neßler Barbara,Neßler,Barbara,NA,GRÜNE,XXVII,T
"Neubauer Werner, BA",Neubauer,Werner,BA,FPÖ,XXIII,BWV
Neudeck Detlev,Neudeck,Detlev,NA,F,XXI,W
Neudorfer Franz,Neudorfer,Franz,NA,ÖVP,VII,O
Neugebauer Fritz,Neugebauer,Fritz,NA,ÖVP,XX,W
"Neugebauer Max, Dr.",Neugebauer,Max,Dr.,SPÖ,V,N
Neuhauser Ernst,Neuhauser,Ernst,NA,SPÖ,XII,O
Neuhofer Michael,Neuhofer,Michael,NA,CSP,I,S
Neumann Anton,Neumann,Anton,NA,WdU,VI,O
Neumann Johann,Neumann,Johann,NA,ÖVP,XI,St
Neumann-Hartberger Irene,Neumann-Hartberger,Irene,NA,ÖVP,XXVII,BWV
"Neuner Kurt, DDr.",Neuner,Kurt,DDr.,ÖVP,X,1
"Neuroth Barbara, Mag.",Neuroth,Barbara,Mag.,GRÜNE,XXV,W
Neustädter-Stürmer Odo,Neustädter-Stürmer,Odo,NA,HB,IV,3
Neuwirth Karl,Neuwirth,Karl,NA,SPÖ,XVI,O
"Neuwirth Thomas, abs. iur.",Neuwirth,Thomas,abs. iur.,WdU,VI,S
Niederhuemer Wilhelm,Niederhuemer,Wilhelm,NA,F,XXI,O
"Niederwieser Erwin, DDr.",Niederwieser,Erwin,DDr.,SPÖ,XVIII,T
Niedrist Karl,Niedrist,Karl,NA,CSP,I,T
Nimmervoll Franz,Nimmervoll,Franz,NA,ÖVP,VII,O
Ninaus Josef,Ninaus,Josef,NA,SPÖ,V,St
"Niss Maria Theresia, Mag. Dr., MBA",Niss,Maria Theresia,"Mag. Dr., MBA",ÖVP,XXVI,W
Nittel Heinz,Nittel,Heinz,NA,SPÖ,XII,W
"Noll Alfred J., Dr.",Noll,Alfred J.,Dr.,PILZ,XXVI,BWV
"Nowotny Ewald, Dr.",Nowotny,Ewald,Dr.,SPÖ,XIV,O
Nürnberger Rudolf,Nürnberger,Rudolf,NA,SPÖ,XVI,W
"Nußbaumer Wolfgang, Ing.",Nußbaumer,Wolfgang,Ing.,F,XIX,BWV
"Nussbaum Verena, Mag.",Nussbaum,Verena,Mag.,SPÖ,XXVI,St
"Oberegger Josef, Ing.",Oberegger,Josef,Ing.,HB,IV,4
Oberhaidinger Georg,Oberhaidinger,Georg,NA,SPÖ,XVIII,O
"Oberhammer Aloys, Dr.",Oberhammer,Aloys,Dr.,ÖVP,VI,T
"Oberhauser Sabine, Dr., MAS",Oberhauser,Sabine,"Dr., MAS",SPÖ,XXIII,BWV
Obernosterer Gabriel,Obernosterer,Gabriel,NA,ÖVP,XXIII,K
"Oberrauner Petra, Mag. Dr.",Oberrauner,Petra,Mag. Dr.,SPÖ,XXVII,K
Obrutschka Fritz,Obrutschka,Fritz,NA,ÖVP,V,S
"Odehnal Franz, Dr.",Odehnal,Franz,Dr.,CSP,I,W
Oelzelt Franz,Oelzelt,Franz,NA,CSP,II,N
"Ofenauer Friedrich, Mag.",Ofenauer,Friedrich,Mag.,ÖVP,XXV,N
Ofenböck Josef,Ofenböck,Josef,NA,ÖVP,XI,N
"Offenbeck Jolanda, Dr.",Offenbeck,Jolanda,Dr.,SPÖ,XIII,St
"Ofner Harald, Dr.",Ofner,Harald,Dr.,FPÖ,XV,N
Olah Franz,Olah,Franz,NA,SPÖ,V,W
Öllinger Karl,Öllinger,Karl,NA,GRÜNE,XIX,W
Onodi Heidemaria,Onodi,Heidemaria,NA,SPÖ,XVIII,N
Ortlieb Patrick,Ortlieb,Patrick,NA,F,XXI,BWV
Ortner Josef,Ortner,Josef,NA,SPÖ,XII,O
"Ortner Peter, Mag.",Ortner,Peter,Mag.,FPÖ,XVI,K
Ott Heinrich,Ott,Heinrich,NA,ÖVP,V,N
Ottenschläger Andreas,Ottenschläger,Andreas,NA,ÖVP,XXV,W
Pack Jochen,Pack,Jochen,NA,ÖVP,XXII,St
Pansi Herbert,Pansi,Herbert,NA,SPÖ,X,K
"Papházy Sylvia, Dr., MBA",Papházy,Sylvia,"Dr., MBA",F,XXI,BWV
Parfuss Ludmilla,Parfuss,Ludmilla,NA,SPÖ,XVIII,St
Pargfrieder Leopold,Pargfrieder,Leopold,NA,CSP,II,O
Parnigoni Rudolf,Parnigoni,Rudolf,NA,SPÖ,XVI,N
Parrer Franz,Parrer,Franz,NA,CSP,I,N
Partik Matthias,Partik,Matthias,NA,CSP,I,W
"Partik-Pablé Helene, Dr.",Partik-Pablé,Helene,Dr.,FPÖ,XVI,1
"Paulitsch Alois, Dr.",Paulitsch,Alois,Dr.,ÖVP,XV,K
Paulitsch Michael,Paulitsch,Michael,NA,CSP,I,K
Pauly Max,Pauly,Max,NA,GdP,I,RSM
"Paunovic Nadine, Dr.",Paunovic,Nadine,Dr.,ÖVP,V,W
"Pawkowicz Rainer, Dipl.-Ing. Dr.",Pawkowicz,Rainer,Dipl.-Ing. Dr.,FPÖ,XVIII,W
Pawlik Annemarie,Pawlik,Annemarie,NA,SPÖ,XVII,K
Pay Michael,Pay,Michael,NA,SPÖ,X,St
Pazelt Josef,Pazelt,Josef,NA,SdP,IV,N
"Pecher Martina, Mag.",Pecher,Martina,Mag.,ÖVP,XXI,BWV
Peck Josef,Peck,Josef,NA,SPÖ,XV,B
Pecker Helene siehe Konecny Helene,Pecker,Helene,NA,SPÖ,XVIII,N
Pecker-Zörner Helene siehe Konecny Helene,Pecker-Zörner,Helene,NA,SPÖ,XVIII,N
"Pelikan Fritz, Dr.",Pelikan,Fritz,Dr.,ÖVP,XIII,2
Pendl Otto,Pendl,Otto,NA,SPÖ,XX,N
"Pernter Hans, Dr.",Pernter,Hans,Dr.,ÖVP,V,W
Peschel Brigitte,Peschel,Brigitte,NA,L,XIX,W
Peter Adolf,Peter,Adolf,NA,LBd,IV,V
Peter Friedrich,Peter,Friedrich,NA,FPÖ,XI,3
"Peter Helmut, Mag.",Peter,Helmut,Mag.,FPÖ,XVIII,O
"Petrovic Madeleine, MMag. Dr.",Petrovic,Madeleine,MMag. Dr.,GRÜNE,XVIII,W
Petschnik Viktor,Petschnik,Viktor,NA,SPÖ,V,K
Petzner Stefan,Petzner,Stefan,NA,BZÖ,XXIV,BWV
"Pewny Christian, Ing.",Pewny,Christian,Ing.,FPÖ,XXVI,S
Pfeffer Karl,Pfeffer,Karl,NA,SPÖ,X,N
Pfeffer Katharina,Pfeffer,Katharina,NA,SPÖ,XXI,B
"Pfeifer Helfried, Dr.",Pfeifer,Helfried,Dr.,WdU,VI,1
Pfeifer Josef,Pfeifer,Josef,NA,SPÖ,XI,N
"Pfurtscheller Elisabeth, Dipl.-Kffr. (FH)",Pfurtscheller,Elisabeth,Dipl.-Kffr. (FH),ÖVP,XXV,T
Pichler Adam,Pichler,Adam,NA,SPÖ,IX,S
Pichler Franz,Pichler,Franz,NA,SPÖ,X,N
Pichler Josef,Pichler,Josef,NA,CSP,I,St
Pick Karl,Pick,Karl,NA,SdP,I,W
"Piffl-Percevic Theodor, Dr.",Piffl-Percevic,Theodor,Dr.,ÖVP,IX,St
Piller Ernst,Piller,Ernst,NA,SPÖ,XVII,B
"Pilz Peter, Dr.",Pilz,Peter,Dr.,GRÜNE,XVII,W
Pirchegger Anton,Pirchegger,Anton,NA,CSP,I,St
"Pirker Hubert, Dr.",Pirker,Hubert,Dr.,ÖVP,XVIII,K
"Pirklhuber Wolfgang, Dipl.-Ing. Dr.",Pirklhuber,Wolfgang,Dipl.-Ing. Dr.,GRÜNE,XXI,O
"Pirklhuber Wolfgang, Dipl.-Ing. siehe Pirklhuber Wolfgang, Dipl.-Ing. Dr.",Pirklhuber,Wolfgang,Dipl.-Ing.,GRÜNE,XXI,O
Pischitz Georg,Pischitz,Georg,NA,CSP,I,O
Pischl Karl,Pischl,Karl,NA,ÖVP,XV,T
Pistor Felix,Pistor,Felix,NA,LBd,III,4
Pistotnig Jakob,Pistotnig,Jakob,NA,F,XXI,K
"Pittermann Bruno, DDr.",Pittermann,Bruno,DDr.,SPÖ,V,1
"Pittermann Elisabeth, Dr.",Pittermann,Elisabeth,Dr.,SPÖ,XIX,W
Plaimauer Stefan,Plaimauer,Stefan,NA,SPÖ,VIII,St
Plakolm Claudia,Plakolm,Claudia,NA,ÖVP,XXVI,O
"Plank Brunhilde, Mag.",Plank,Brunhilde,Mag.,SPÖ,XXI,St
Plasser Franz,Plasser,Franz,NA,SdP,III,O
"Plassnik Ursula, Dr.",Plassnik,Ursula,Dr.,ÖVP,XXIII,BWV
Platter Günther,Platter,Günther,NA,ÖVP,XIX,T
Plessl Rudolf,Plessl,Rudolf,NA,SPÖ,XXIV,N
Pock Michael siehe Bernhard Michael,Pock,Michael,NA,NEOS-LIF,XXV,W
Pöder Rudolf,Pöder,Rudolf,NA,SPÖ,XVI,W
Podgorschek Elmar,Podgorschek,Elmar,NA,FPÖ,XXIV,O
Pokorny Maria,Pokorny,Maria,NA,SPÖ,V,W
Polcar Fritz,Polcar,Fritz,NA,ÖVP,VII,W
Polke Emil,Polke,Emil,NA,SdP,I,N
Pollak Marianne,Pollak,Marianne,NA,SPÖ,V,W
Pölz Johann,Pölz,Johann,NA,SPÖ,IX,N
Pölzer Johann,Pölzer,Johann,NA,SdP,I,N
Pölzer Johann,Pölzer,Johann,NA,SPÖ,VII,W
Popp Adelheid,Popp,Adelheid,NA,SdP,I,RSM
Populorum Adolf,Populorum,Adolf,NA,SPÖ,VI,K
Porges Alfred,Porges,Alfred,NA,SPÖ,V,W
Posch Paul,Posch,Paul,NA,SPÖ,XVI,K
"Posch Walter, Mag.",Posch,Walter,Mag.,SPÖ,XVIII,K
Pötsch Johann,Pötsch,Johann,NA,ÖVP,V,St
Pöttinger Laurenz,Pöttinger,Laurenz,NA,ÖVP,XXVI,O
"Povysil Brigitte, Dr.",Povysil,Brigitte,Dr.,F,XX,BWV
"Prader Georg, Dr.",Prader,Georg,Dr.,ÖVP,IX,N
Prähauser Stefan,Prähauser,Stefan,NA,SPÖ,XXI,S
Praher Adelheid,Praher,Adelheid,NA,SPÖ,XV,N
"Prammer Agnes Sirkka, Mag.",Prammer,Agnes Sirkka,Mag.,GRÜNE,XXVII,O
"Prammer Barbara, Mag.",Prammer,Barbara,Mag.,SPÖ,XXI,O
Pranckh Georg,Pranckh,Georg,NA,ÖVP,XVI,St
Pranckh Georg,Pranckh,Georg,NA,FPÖ,XVIII,St
Praßl Michael,Praßl,Michael,NA,ÖVP,XXII,St
"Praxmarer Karin, Mag.",Praxmarer,Karin,Mag.,FPÖ,XVII,O
Prechtl Fritz,Prechtl,Fritz,NA,SPÖ,XIV,2
Preineder Martin,Preineder,Martin,NA,ÖVP,XXII,N
Preiner Erwin,Preiner,Erwin,NA,SPÖ,XXIV,B
"Preiß Kurt, Dr.",Preiß,Kurt,Dr.,SPÖ,XV,N
"Preisinger Susanne, Dr.",Preisinger,Susanne,Dr.,F,XIX,W
Prentl Josef,Prentl,Josef,NA,CSP,IV,N
Prettenthaler Sylvia siehe Rinner Sylvia,Prettenthaler,Sylvia,NA,SPÖ,XXIII,St
Pretterebner Hans,Pretterebner,Hans,NA,F,XIX,BWV
Preußler Kurt,Preußler,Kurt,NA,SPÖ,VI,S
"Prinke Franz, Dr. h.c.",Prinke,Franz,Dr. h.c.,ÖVP,V,W
Prinz Nikolaus,Prinz,Nikolaus,NA,ÖVP,XXI,O
"Prinzhorn Thomas, Dipl.-Ing.",Prinzhorn,Thomas,Dipl.-Ing.,F,XX,BWV
Prirsch Ferdinand,Prirsch,Ferdinand,NA,ÖVP,V,St
Probst Anton,Probst,Anton,NA,SdP,III,B
Probst Friedrich,Probst,Friedrich,NA,FPÖ,XV,St
Probst Otto,Probst,Otto,NA,SPÖ,V,W
Prodinger Hans,Prodinger,Hans,NA,GdP,III,3
Proft Gabriele,Proft,Gabriele,NA,SdP,I,W
Proksch Anton,Proksch,Anton,NA,SPÖ,V,B
"Pröll Josef, Dipl.-Ing.",Pröll,Josef,Dipl.-Ing.,ÖVP,XXII,N
"Pumberger Alois, Dr.",Pumberger,Alois,Dr.,FPÖ,XVIII,O
"Puntigam Alois, Dr.",Puntigam,Alois,Dr.,ÖVP,XV,St
"Puntscher Riekmann Sonja, Dr.",Puntscher,Riekmann Sonja,Dr.,GRÜNE,XVIII,W
"Puswald Christian, Dr.",Puswald,Christian,Dr.,SPÖ,XXII,K
"Puttinger Günter, Dipl.-Kfm. Dr.",Puttinger,Günter,Dipl.-Kfm. Dr.,ÖVP,XVIII,S
"Raab Julius, Ing. DDDr.",Raab,Julius,Ing. DDDr.,CSP,III,N
"Rabl-Stadler Helga, Dr.",Rabl-Stadler,Helga,Dr.,ÖVP,XVI,S
"Rack Reinhard, Dr.",Rack,Reinhard,Dr.,ÖVP,XIX,St
"Rada Robert, Dr.",Rada,Robert,Dr.,SPÖ,XIX,N
Radinger Stephan,Radinger,Stephan,NA,SPÖ,XI,O
Rädler Johann,Rädler,Johann,NA,ÖVP,XXII,N
"Ragger Christian, Mag.",Ragger,Christian,Mag.,FPÖ,XXVI,K
Rainer Hermann,Rainer,Hermann,NA,ÖVP,V,S
"Ramek Rudolf, Dr.",Ramek,Rudolf,Dr.,CSP,I,S
Rammer Hans,Rammer,Hans,NA,WdU,VI,O
Ramsbacher Helena,Ramsbacher,Helena,NA,F,XIX,K
"Rapatz Robert, Dipl.-Ing.",Rapatz,Robert,Dipl.-Ing.,ÖVP,VII,K
Raser Josef,Raser,Josef,NA,LBd,IV,2
"Rasinger Erwin, Dr.",Rasinger,Erwin,Dr.,ÖVP,XIX,BWV
"Rauch Johannes, Mag.",Rauch,Johannes,Mag.,ÖVP,XXV,BWV
Rauch Walter,Rauch,Walter,NA,FPÖ,XXV,St
Rauch-Kallat Maria,Rauch-Kallat,Maria,NA,ÖVP,XIX,W
"Rauhofer Josef, abs. iur.",Rauhofer,Josef,abs. iur.,CSP,III,B
Rauscha Julie,Rauscha,Julie,NA,SdP,I,N
Rauscher Franz,Rauscher,Franz,NA,SPÖ,V,W
Rechberger Alois,Rechberger,Alois,NA,SPÖ,XIV,St
Regensburger Franz,Regensburger,Franz,NA,ÖVP,IX,T
"Regler Roderich, Dipl.-Ing. Mag.",Regler,Roderich,Dipl.-Ing. Mag.,ÖVP,XXII,W
Reheis Gerhard,Reheis,Gerhard,NA,SPÖ,XX,T
Rehor Grete,Rehor,Grete,NA,ÖVP,VI,W
Reich Josef,Reich,Josef,NA,ÖVP,VII,W
"Reichhold Mathias, Ing.",Reichhold,Mathias,Ing.,FPÖ,XVIII,K
Reicht Alois,Reicht,Alois,NA,SPÖ,XV,St
"Reifenberger Volker, Ing. Mag.",Reifenberger,Volker,Ing. Mag.,FPÖ,XXVI,S
"Reimann Viktor, Dr.",Reimann,Viktor,Dr.,WdU,VI,3
"Reimon Michel, MBA",Reimon,Michel,MBA,GRÜNE,XXVII,BWV
Reindl Hermann,Reindl,Hermann,NA,F,XXI,St
"Reiner Fritz, Ing.",Reiner,Fritz,Ing.,CSP,II,W
"Reinhart Karl, Dr.",Reinhart,Karl,Dr.,SPÖ,XII,T
"Reisetbauer Rudolf, Dr.",Reisetbauer,Rudolf,Dr.,ÖVP,VII,O
Reisinger Heinrich,Reisinger,Heinrich,NA,ÖVP,XIII,O
Reismann Edmund,Reismann,Edmund,NA,SPÖ,V,W
Reiter Carina,Reiter,Carina,NA,ÖVP,XXVII,S
Reiter Josef,Reiter,Josef,NA,ÖVP,V,O
Reitsamer Annemarie,Reitsamer,Annemarie,NA,SPÖ,XVIII,S
Remplbauer Wilhelm,Remplbauer,Wilhelm,NA,SPÖ,XIV,O
"Rendi-Wagner Pamela, Dr., MSc",Rendi-Wagner,Pamela,"Dr., MSc",SPÖ,XXVI,BWV
Renner Florian,Renner,Florian,NA,CSP,I,N
"Renner Karl, Dr.",Renner,Karl,Dr.,SdP,I,N
Renner Walter,Renner,Walter,NA,SPÖ,XVI,N
"Renoldner Severin, DDr.",Renoldner,Severin,DDr.,GRÜNE,XVIII,2
"Resch Josef, Dr.",Resch,Josef,Dr.,CSP,I,W
Resch Walter,Resch,Walter,NA,SPÖ,XV,O
"Ressel Hans-Joachim, Ing.",Ressel,Hans-Joachim,Ing.,SPÖ,XIV,St
Rest-Hinterseer Heidemarie,Rest-Hinterseer,Heidemarie,NA,GRÜNE,XXII,S
"Ribo Bedrana, MA",Ribo,Bedrana,MA,GRÜNE,XXVII,St
Richter Paul,Richter,Paul,NA,SdP,I,N
Rieder Hans,Rieder,Hans,NA,ÖVP,XVIII,S
"Rieder Josef, Dr.",Rieder,Josef,Dr.,SPÖ,XVI,W
Riedl Walter,Riedl,Walter,NA,ÖVP,XVIII,N
"Riedler Wolfgang, Dr.",Riedler,Wolfgang,Dr.,SPÖ,XX,St
Rieger Eduard,Rieger,Eduard,NA,SdP,I,W
"Riegler Josef, Dipl.-Ing.",Riegler,Josef,Dipl.-Ing.,ÖVP,XIV,St
Riemer Josef A.,Riemer,Josef A.,NA,FPÖ,XXIV,St
Riener Barbara,Riener,Barbara,NA,ÖVP,XXII,St
Riepl Franz,Riepl,Franz,NA,SPÖ,XX,W
Ries Christian,Ries,Christian,NA,FPÖ,XXVI,B
Rieß Susanne,Rieß,Susanne,NA,FPÖ,XVIII,N
"Riess Susanne, Dr. siehe Riess-Passer Susanne, Dr.",Riess,Susanne,Dr.,F,XXI,T
"Riess-Passer Susanne, Dr.",Riess-Passer,Susanne,Dr.,F,XXI,T
Rinner Sylvia,Rinner,Sylvia,NA,SPÖ,XXIII,St
"Rintelen Anton, Dr.",Rintelen,Anton,Dr.,CSP,III,St
Robak Friedrich,Robak,Friedrich,NA,SPÖ,X,B
Rochus Ottilie,Rochus,Ottilie,NA,ÖVP,XIV,B
Rödhammer Hans,Rödhammer,Hans,NA,ÖVP,VIII,O
"Röhrs Konstanze, Mag.",Röhrs,Konstanze,Mag.,F,XXI,K
Roithner Berthold,Roithner,Berthold,NA,SPÖ,VII,St
Rom Martin,Rom,Martin,NA,SPÖ,V,K
Römer Alfred,Römer,Alfred,NA,ÖVP,VII,W
Roppert Alois,Roppert,Alois,NA,SPÖ,XV,K
Rösch Eduard,Rösch,Eduard,NA,SdP,III,N
Rösch Otto,Rösch,Otto,NA,SPÖ,XIII,N
"Rosenberger Alois, Dipl.-Ing.",Rosenberger,Alois,Dipl.-Ing.,ÖVP,XXVI,BWV
Rosenberger Paul,Rosenberger,Paul,NA,SPÖ,V,B
"Rosenkranz Barbara, MA",Rosenkranz,Barbara,MA,F,XXII,N
"Rosenkranz Barbara siehe Rosenkranz Barbara, MA",Rosenkranz,Barbara,NA,F,XXII,N
"Rosenkranz Walter, Dr.",Rosenkranz,Walter,Dr.,FPÖ,XXIV,N
Rosenstingl Peter,Rosenstingl,Peter,NA,FPÖ,XVIII,N
"Rössler Astrid, Dr.",Rössler,Astrid,Dr.,GRÜNE,XXVII,S
"Rossmann Bruno, Mag.",Rossmann,Bruno,Mag.,GRÜNE,XXIII,BWV
Rossmann Mares,Rossmann,Mares,NA,F,XIX,St
Roth Hans,Roth,Hans,NA,CSP,IV,St
"Roth Rupert, Dr.",Roth,Rupert,Dr.,ÖVP,VI,St
Rozenits Demetrius,Rozenits,Demetrius,NA,CSP,II,B
Rück Rosa,Rück,Rosa,NA,SPÖ,VI,4
Rückl Engelbert,Rückl,Engelbert,NA,SPÖ,V,St
"Rudas Laura, Mag.",Rudas,Laura,Mag.,SPÖ,XXIII,W
Rudel-Zeynek Olga,Rudel-Zeynek,Olga,NA,CSP,I,St
Ruhaltinger Franz,Ruhaltinger,Franz,NA,SPÖ,XV,O
Rupp Josef,Rupp,Josef,NA,ÖVP,V,N
"Rupprechter Andrä, Dipl.-Ing.",Rupprechter,Andrä,Dipl.-Ing.,ÖVP,XXVI,T
"Ruthofer Kurt, Dipl.-Kfm.",Ruthofer,Kurt,Dipl.-Kfm.,F,XIX,K
Sacher Ewald,Sacher,Ewald,NA,SPÖ,XXIV,N
Sailer Georg,Sailer,Georg,NA,SdP,I,B
"Salcher Herbert, Dr.",Salcher,Herbert,Dr.,SPÖ,XVI,T
Sallaberger Günther,Sallaberger,Günther,NA,SPÖ,XVII,1
"Sallinger Rudolf, Ing.",Sallinger,Rudolf,Ing.,ÖVP,XI,W
"Salzl Stefan, Dr.",Salzl,Stefan,Dr.,F,XIX,B
"Salzmann Gertraud, MMMag.",Salzmann,Gertraud,MMMag.,ÖVP,XXVI,S
Samwald Franz,Samwald,Franz,NA,SPÖ,XI,N
Sandler Birgit Silvia,Sandler,Birgit Silvia,NA,SPÖ,XXVI,St
Sandmeier Karl,Sandmeier,Karl,NA,ÖVP,XI,O
Sassik Raimund,Sassik,Raimund,NA,SdP,II,B
Sauer Willi,Sauer,Willi,NA,ÖVP,XIX,N
"Saxinger Werner, Dr., MSc",Saxinger,Werner,"Dr., MSc",ÖVP,XXVII,BWV
Sburny Michaela,Sburny,Michaela,NA,GRÜNE,XXII,BWV
Schaber Franz,Schaber,Franz,NA,ÖVP,XI,T
Schabhüttl Jürgen,Schabhüttl,Jürgen,NA,SPÖ,XXV,B
Schaffenrath Maria,Schaffenrath,Maria,NA,L,XIX,BWV
"Schäffer Gerhard, Mag.",Schäffer,Gerhard,Mag.,ÖVP,XV,S
Schalle Veit,Schalle,Veit,NA,BZÖ,XXIII,BWV
Schallmeiner Ralph,Schallmeiner,Ralph,NA,GRÜNE,XXVII,O
"Schandor Christian, Dipl.-Ing.",Schandor,Christian,Dipl.-Ing.,FPÖ,XXVI,St
Scharer Erika,Scharer,Erika,NA,SPÖ,XXII,S
Scharf Erwin,Scharf,Erwin,NA,SPÖ,V,W
"Schärf Adolf, Dr.",Schärf,Adolf,Dr.,SPÖ,V,W
Scharfegger Ambros,Scharfegger,Ambros,NA,CSP,I,K
Schartel Andrea Michaela,Schartel,Andrea Michaela,NA,FPÖ,XXVI,BWV
"Scharzenberger Corinna, Mag.",Scharzenberger,Corinna,Mag.,ÖVP,XXVII,St
Schasching Beate,Schasching,Beate,NA,SPÖ,XXI,N
"Schatz Birgit, Mag.",Schatz,Birgit,Mag.,GRÜNE,XXIII,S
Schatz Sabine,Schatz,Sabine,NA,SPÖ,XXVI,O
